,Date,states,Cured,Deaths,Confirmed,active_cases,closed_cases,death_rate,recovery_rate
1262,2020-04-24,Goa,7,0,7,0,7,0.0,10000.0
1263,2020-04-24,Gujarat,258,112,2624,2254,370,3027.027027,6972.972973000001
1264,2020-04-24,Haryana,156,3,272,113,159,188.6792453,9811.320755
1265,2020-04-24,Himachal Pradesh,18,1,40,21,19,526.3157894999998,9473.684211
1266,2020-04-24,Jammu and Kashmir,92,5,427,330,97,515.4639175,9484.536082
1267,2020-04-24,Jharkhand,8,3,55,44,11,2727.272727,7272.727273
1268,2020-04-24,Karnataka,150,18,463,295,168,1071.428571,8928.571429000001
1269,2020-04-24,Kerala,324,3,448,121,327,91.7431193,9908.256881
1270,2020-04-24,Ladakh,14,0,18,4,14,0.0,10000.0
1271,2020-04-24,Madhya Pradesh,203,83,1852,1566,286,2902.097902,7097.902098000001
1272,2020-04-24,Maharashtra,840,283,6430,5307,1123,2520.035619,7479.964381000002
1273,2020-04-24,Manipur,2,0,2,0,2,0.0,10000.0
1274,2020-04-24,Meghalaya,0,1,12,11,1,10000.0,0.0
1275,2020-04-24,Mizoram,0,0,1,1,0,0.0,0.0
1276,2020-04-24,Odisha,33,1,90,56,34,294.11764710000006,9705.882353
1277,2020-04-24,Puducherry,3,0,7,4,3,0.0,10000.0
1278,2020-04-24,Punjab,65,16,277,196,81,1975.308642,8024.691358
1279,2020-04-24,Rajasthan,230,27,1964,1707,257,1050.583658,8949.416342
1280,2020-04-24,Tamil Nadu,752,20,1683,911,772,259.0673575,9740.932642
1281,2020-04-24,Telengana,253,26,984,705,279,931.8996416,9068.100358
1282,2020-04-24,Tripura,1,0,2,1,1,0.0,10000.0
1283,2020-04-24,Uttarakhand,24,0,47,23,24,0.0,10000.0
1284,2020-04-24,Uttar Pradesh,206,24,1604,1374,230,1043.478261,8956.521739
1285,2020-04-24,West Bengal,103,15,514,396,118,1271.186441,8728.813559
1286,2020-04-25,Andaman and Nicobar Islands,11,0,27,16,11,0.0,10000.0
1287,2020-04-25,Andhra Pradesh,171,31,1061,859,202,1534.653465,8465.346534999999
1288,2020-04-25,Arunachal Pradesh,1,0,1,0,1,0.0,10000.0
1289,2020-04-25,Assam,19,1,36,16,20,500.0,9500.0
1290,2020-04-25,Bihar,46,2,228,180,48,416.6666667,9583.333333
1291,2020-04-25,Chandigarh,15,0,28,13,15,0.0,10000.0
1292,2020-04-25,Chhattisgarh,30,0,36,6,30,0.0,10000.0
1293,2020-04-25,Delhi,857,53,2514,1604,910,582.4175824,9417.582418
1294,2020-04-25,Goa,7,0,7,0,7,0.0,10000.0
1295,2020-04-25,Gujarat,265,127,2815,2423,392,3239.795918,6760.204081999998
1296,2020-04-25,Haryana,156,3,272,113,159,188.6792453,9811.320755
1297,2020-04-25,Himachal Pradesh,18,1,40,21,19,526.3157894999998,9473.684211
1298,2020-04-25,Jammu and Kashmir,109,5,454,340,114,438.5964912,9561.403509
1299,2020-04-25,Jharkhand,9,3,59,47,12,2500.0,7500.0
1300,2020-04-25,Karnataka,153,18,489,318,171,1052.631579,8947.368421
1301,2020-04-25,Kerala,331,4,451,116,335,119.4029851,9880.597015
1302,2020-04-25,Ladakh,14,0,20,6,14,0.0,10000.0
1303,2020-04-25,Madhya Pradesh,210,92,1952,1650,302,3046.357616,6953.642384000002
1304,2020-04-25,Maharashtra,957,301,6817,5559,1258,2392.686804,7607.313195999999
1305,2020-04-25,Manipur,2,0,2,0,2,0.0,10000.0
1306,2020-04-25,Meghalaya,0,1,12,11,1,10000.0,0.0
1307,2020-04-25,Mizoram,0,0,1,1,0,0.0,0.0
1308,2020-04-25,Odisha,33,1,94,60,34,294.11764710000006,9705.882353
1309,2020-04-25,Puducherry,3,0,7,4,3,0.0,10000.0
1310,2020-04-25,Punjab,67,17,298,214,84,2023.809524,7976.190476000002
1311,2020-04-25,Rajasthan,230,27,2034,1777,257,1050.583658,8949.416342
1312,2020-04-25,Tamil Nadu,866,22,1755,867,888,247.7477477,9752.252252
1313,2020-04-25,Telengana,253,26,984,705,279,931.8996416,9068.100358
1314,2020-04-25,Tripura,1,0,2,1,1,0.0,10000.0
1315,2020-04-25,Uttarakhand,25,0,48,23,25,0.0,10000.0
1316,2020-04-25,Uttar Pradesh,248,26,1778,1504,274,948.9051095,9051.094891
1317,2020-04-25,West Bengal,103,18,571,450,121,1487.603306,8512.396694
1318,2020-04-26,Andaman and Nicobar Islands,11,0,33,22,11,0.0,10000.0
1319,2020-04-26,Andhra Pradesh,231,31,1097,835,262,1183.206107,8816.793893
1320,2020-04-26,Arunachal Pradesh,1,0,1,0,1,0.0,10000.0
1321,2020-04-26,Assam,19,1,36,16,20,500.0,9500.0
1322,2020-04-26,Bihar,46,2,251,203,48,416.6666667,9583.333333
1323,2020-04-26,Chandigarh,17,0,30,13,17,0.0,10000.0
1324,2020-04-26,Chhattisgarh,32,0,37,5,32,0.0,10000.0
1325,2020-04-26,Delhi,869,54,2625,1702,923,585.0487541,9414.951246
1326,2020-04-26,Goa,7,0,7,0,7,0.0,10000.0
1327,2020-04-26,Gujarat,282,133,3071,2656,415,3204.819277,6795.180723
1328,2020-04-26,Haryana,176,3,289,110,179,167.5977654,9832.402235
1329,2020-04-26,Himachal Pradesh,22,1,40,17,23,434.7826087,9565.217391
1330,2020-04-26,Jammu and Kashmir,112,6,494,376,118,508.4745763,9491.525424
1331,2020-04-26,Jharkhand,13,3,67,51,16,1875.0,8125.0
1332,2020-04-26,Karnataka,177,18,501,306,195,923.0769231,9076.923077
1333,2020-04-26,Kerala,338,4,458,116,342,116.9590643,9883.040936
1334,2020-04-26,Ladakh,14,0,20,6,14,0.0,10000.0
1335,2020-04-26,Madhya Pradesh,210,99,2096,1787,309,3203.883495,6796.116505
1336,2020-04-26,Maharashtra,1076,323,7628,6229,1399,2308.791994,7691.208006
1337,2020-04-26,Manipur,2,0,2,0,2,0.0,10000.0
1338,2020-04-26,Meghalaya,0,1,12,11,1,10000.0,0.0
1339,2020-04-26,Mizoram,0,0,1,1,0,0.0,0.0
1340,2020-04-26,Odisha,34,1,103,68,35,285.7142857,9714.285714
1341,2020-04-26,Puducherry,3,0,7,4,3,0.0,10000.0
1342,2020-04-26,Punjab,67,17,298,214,84,2023.809524,7976.190476000002
1343,2020-04-26,Rajasthan,493,33,2083,1557,526,627.3764259,9372.623574
1344,2020-04-26,Tamil Nadu,960,23,1821,838,983,233.9776195,9766.02238
1345,2020-04-26,Telengana,280,26,991,685,306,849.6732026000002,9150.326797
1346,2020-04-26,Tripura,2,0,2,0,2,0.0,10000.0
1347,2020-04-26,Uttarakhand,26,0,50,24,26,0.0,10000.0
1348,2020-04-26,Uttar Pradesh,289,29,1843,1525,318,911.9496855,9088.050314
1349,2020-04-26,West Bengal,105,18,611,488,123,1463.414634,8536.585366
1350,2020-04-27,Andaman and Nicobar Islands,11,0,33,22,11,0.0,10000.0
1351,2020-04-27,Andhra Pradesh,235,31,1177,911,266,1165.413534,8834.586465999999
1352,2020-04-27,Arunachal Pradesh,1,0,1,0,1,0.0,10000.0
1353,2020-04-27,Assam,27,1,36,8,28,357.14285710000007,9642.857143
1354,2020-04-27,Bihar,56,2,277,219,58,344.8275862,9655.172414
1355,2020-04-27,Chandigarh,17,0,30,13,17,0.0,10000.0
1356,2020-04-27,Chhattisgarh,32,0,37,5,32,0.0,10000.0
1357,2020-04-27,Delhi,877,54,2918,1987,931,580.0214823,9419.978518
1358,2020-04-27,Goa,7,0,7,0,7,0.0,10000.0
1359,2020-04-27,Gujarat,313,151,3301,2837,464,3254.310345,6745.689655
1360,2020-04-27,Haryana,176,3,289,110,179,167.5977654,9832.402235
1361,2020-04-27,Himachal Pradesh,22,1,40,17,23,434.7826087,9565.217391
1362,2020-04-27,Jammu and Kashmir,137,6,523,380,143,419.5804196,9580.41958
1363,2020-04-27,Jharkhand,13,3,82,66,16,1875.0,8125.0
1364,2020-04-27,Karnataka,188,20,511,303,208,961.5384615,9038.461538
1365,2020-04-27,Kerala,342,4,469,123,346,115.6069364,9884.393064
1366,2020-04-27,Ladakh,14,0,20,6,14,0.0,10000.0
1367,2020-04-27,Madhya Pradesh,302,106,2168,1760,408,2598.039216,7401.960784000001
1368,2020-04-27,Maharashtra,1188,342,8068,6538,1530,2235.294118,7764.705881999998
1369,2020-04-27,Manipur,2,0,2,0,2,0.0,10000.0
1370,2020-04-27,Meghalaya,0,1,12,11,1,10000.0,0.0
1371,2020-04-27,Mizoram,0,0,1,1,0,0.0,0.0
1372,2020-04-27,Odisha,35,1,108,72,36,277.7777778,9722.222222
1373,2020-04-27,Puducherry,3,0,8,5,3,0.0,10000.0
1374,2020-04-27,Punjab,71,18,313,224,89,2022.47191,7977.528090000002
1375,2020-04-27,Rajasthan,518,41,2185,1626,559,733.4525938999999,9266.547406
1376,2020-04-27,Tamil Nadu,1020,24,1885,841,1044,229.8850575,9770.114943
1377,2020-04-27,Telengana,280,26,1002,696,306,849.6732026000002,9150.326797
1378,2020-04-27,Tripura,2,0,2,0,2,0.0,10000.0
1379,2020-04-27,Uttarakhand,33,0,51,18,33,0.0,10000.0
1380,2020-04-27,Uttar Pradesh,335,31,1955,1589,366,846.9945355000001,9153.005464
1381,2020-04-27,West Bengal,105,20,649,524,125,1600.0,8400.0
1382,2020-04-28,Andaman and Nicobar Islands,11,0,33,22,11,0.0,10000.0
1383,2020-04-28,Andhra Pradesh,258,31,1259,970,289,1072.66436,8927.335640000001
1384,2020-04-28,Arunachal Pradesh,1,0,1,0,1,0.0,10000.0
1385,2020-04-28,Assam,27,1,38,10,28,357.14285710000007,9642.857143
1386,2020-04-28,Bihar,57,2,346,287,59,338.9830508,9661.016949
1387,2020-04-28,Chandigarh,17,0,40,23,17,0.0,10000.0
1388,2020-04-28,Chhattisgarh,32,0,37,5,32,0.0,10000.0
1389,2020-04-28,Delhi,877,54,3108,2177,931,580.0214823,9419.978518
1390,2020-04-28,Goa,7,0,7,0,7,0.0,10000.0
1391,2020-04-28,Gujarat,394,162,3548,2992,556,2913.669065,7086.330934999999
1392,2020-04-28,Haryana,183,3,296,110,186,161.2903226,9838.709677
1393,2020-04-28,Himachal Pradesh,22,1,40,17,23,434.7826087,9565.217391
1394,2020-04-28,Jammu and Kashmir,164,7,546,375,171,409.3567251,9590.643275
1395,2020-04-28,Jharkhand,17,3,103,83,20,1500.0,8500.0
1396,2020-04-28,Karnataka,198,20,520,302,218,917.4311927,9082.568807
1397,2020-04-28,Kerala,355,4,482,123,359,111.4206128,9888.579387
1398,2020-04-28,Ladakh,16,0,22,6,16,0.0,10000.0
1399,2020-04-28,Madhya Pradesh,361,113,2368,1894,474,2383.966245,7616.033754999998
1400,2020-04-28,Maharashtra,1282,369,8590,6939,1651,2235.009085,7764.990915
1401,2020-04-28,Manipur,2,0,2,0,2,0.0,10000.0
1402,2020-04-28,Meghalaya,0,1,12,11,1,10000.0,0.0
1403,2020-04-28,Mizoram,0,0,1,1,0,0.0,0.0
1404,2020-04-28,Odisha,37,1,118,80,38,263.1578947,9736.842105
1405,2020-04-28,Puducherry,3,0,8,5,3,0.0,10000.0
1406,2020-04-28,Punjab,71,18,313,224,89,2022.47191,7977.528090000002
1407,2020-04-28,Rajasthan,669,46,2262,1547,715,643.3566433999998,9356.643357
1408,2020-04-28,Tamil Nadu,1101,24,1937,812,1125,213.3333333,9786.666667
1409,2020-04-28,Telengana,321,26,1004,657,347,749.2795388999998,9250.720461
1410,2020-04-28,Tripura,2,0,2,0,2,0.0,10000.0
1411,2020-04-28,Uttarakhand,33,0,51,18,33,0.0,10000.0
1412,2020-04-28,Uttar Pradesh,400,31,2043,1612,431,719.2575406000002,9280.742459
1413,2020-04-28,West Bengal,109,20,697,568,129,1550.387597,8449.612403000001
1414,2020-04-29,Andaman and Nicobar Islands,15,0,33,18,15,0.0,10000.0
1415,2020-04-29,Andhra Pradesh,287,31,1332,1014,318,974.8427673,9025.157233
1416,2020-04-29,Arunachal Pradesh,1,0,1,0,1,0.0,10000.0
1417,2020-04-29,Assam,27,1,38,10,28,357.14285710000007,9642.857143
1418,2020-04-29,Bihar,64,2,383,317,66,303.030303,9696.969697
1419,2020-04-29,Chandigarh,17,0,56,39,17,0.0,10000.0
1420,2020-04-29,Chhattisgarh,34,0,38,4,34,0.0,10000.0
1421,2020-04-29,Delhi,1078,54,3314,2182,1132,477.03180210000005,9522.968198
1422,2020-04-29,Goa,7,0,7,0,7,0.0,10000.0
1423,2020-04-29,Gujarat,434,181,3774,3159,615,2943.089431,7056.910569
1424,2020-04-29,Haryana,209,3,310,98,212,141.509434,9858.490566
1425,2020-04-29,Himachal Pradesh,25,1,40,14,26,384.6153846,9615.384615
1426,2020-04-29,Jammu and Kashmir,176,8,565,381,184,434.7826087,9565.217391
1427,2020-04-29,Jharkhand,19,3,105,83,22,1363.636364,8636.363636
1428,2020-04-29,Karnataka,215,20,532,297,235,851.0638298,9148.93617
1429,2020-04-29,Kerala,359,4,486,123,363,110.1928375,9889.807163
1430,2020-04-29,Ladakh,16,0,22,6,16,0.0,10000.0
1431,2020-04-29,Madhya Pradesh,377,119,2561,2065,496,2399.193548,7600.806452
1432,2020-04-29,Maharashtra,1388,400,9318,7530,1788,2237.136465,7762.863534999998
1433,2020-04-29,Manipur,2,0,2,0,2,0.0,10000.0
1434,2020-04-29,Meghalaya,0,1,12,11,1,10000.0,0.0
1435,2020-04-29,Mizoram,0,0,1,1,0,0.0,0.0
1436,2020-04-29,Odisha,38,1,119,80,39,256.41025640000004,9743.589744
1437,2020-04-29,Puducherry,3,0,8,5,3,0.0,10000.0
1438,2020-04-29,Punjab,71,19,322,232,90,2111.111111,7888.888889
1439,2020-04-29,Rajasthan,768,51,2364,1545,819,622.7106227,9377.289377
1440,2020-04-29,Tamil Nadu,1168,25,2058,865,1193,209.5557418,9790.444258
1441,2020-04-29,Telengana,367,26,1012,619,393,661.5776081,9338.422392
1442,2020-04-29,Tripura,2,0,2,0,2,0.0,10000.0
1443,2020-04-29,Uttarakhand,34,0,54,20,34,0.0,10000.0
1444,2020-04-29,Uttar Pradesh,477,36,2115,1602,513,701.7543860000002,9298.245614
1445,2020-04-29,West Bengal,119,22,725,584,141,1560.283688,8439.716312
1446,2020-04-30,Andaman and Nicobar Islands,15,0,33,18,15,0.0,10000.0
1447,2020-04-30,Andhra Pradesh,321,31,1403,1051,352,880.6818182,9119.318182
1448,2020-04-30,Arunachal Pradesh,1,0,1,0,1,0.0,10000.0
1449,2020-04-30,Assam,29,1,42,12,30,333.3333333,9666.666667
1450,2020-04-30,Bihar,65,2,403,336,67,298.5074627,9701.492537
1451,2020-04-30,Chandigarh,17,0,56,39,17,0.0,10000.0
1452,2020-04-30,Chhattisgarh,36,0,38,2,36,0.0,10000.0
1453,2020-04-30,Delhi,1092,56,3439,2291,1148,487.804878,9512.195122
1454,2020-04-30,Goa,7,0,7,0,7,0.0,10000.0
1455,2020-04-30,Gujarat,527,197,4082,3358,724,2720.994475,7279.005525
1456,2020-04-30,Haryana,209,3,310,98,212,141.509434,9858.490566
1457,2020-04-30,Himachal Pradesh,25,1,40,14,26,384.6153846,9615.384615
1458,2020-04-30,Jammu and Kashmir,192,8,581,381,200,400.0,9600.0
1459,2020-04-30,Jharkhand,19,3,107,85,22,1363.636364,8636.363636
1460,2020-04-30,Karnataka,223,21,557,313,244,860.6557377,9139.344262
1461,2020-04-30,Kerala,369,4,496,123,373,107.2386059,9892.761394
1462,2020-04-30,Ladakh,16,0,22,6,16,0.0,10000.0
1463,2020-04-30,Madhya Pradesh,461,130,2660,2069,591,2199.661591,7800.338409
1464,2020-04-30,Maharashtra,1593,432,9915,7890,2025,2133.333333,7866.666667
1465,2020-04-30,Manipur,2,0,2,0,2,0.0,10000.0
1466,2020-04-30,Meghalaya,0,1,12,11,1,10000.0,0.0
1467,2020-04-30,Mizoram,0,0,1,1,0,0.0,0.0
1468,2020-04-30,Odisha,39,1,128,88,40,250.0,9750.0
1469,2020-04-30,Puducherry,5,0,8,3,5,0.0,10000.0
1470,2020-04-30,Punjab,90,19,357,248,109,1743.119266,8256.880734
1471,2020-04-30,Rajasthan,768,51,2438,1619,819,622.7106227,9377.289377
1472,2020-04-30,Tamil Nadu,1210,27,2162,925,1237,218.2700081,9781.729992
1473,2020-04-30,Telengana,367,26,1012,619,393,661.5776081,9338.422392
1474,2020-04-30,Tripura,2,0,2,0,2,0.0,10000.0
1475,2020-04-30,Uttarakhand,36,0,55,19,36,0.0,10000.0
1476,2020-04-30,Uttar Pradesh,513,39,2203,1651,552,706.5217391,9293.478261
1477,2020-04-30,West Bengal,124,22,758,612,146,1506.849315,8493.150684999999
1478,2020-05-01,Andaman and Nicobar Islands,16,0,33,17,16,0.0,10000.0
1479,2020-05-01,Andhra Pradesh,403,33,1463,1027,436,756.8807339,9243.119266
1480,2020-05-01,Arunachal Pradesh,1,0,1,0,1,0.0,10000.0
1481,2020-05-01,Assam,29,1,42,12,30,333.3333333,9666.666667
1482,2020-05-01,Bihar,82,2,426,342,84,238.0952381,9761.904762
1483,2020-05-01,Chandigarh,17,0,56,39,17,0.0,10000.0
1484,2020-05-01,Chhattisgarh,36,0,40,4,36,0.0,10000.0
1485,2020-05-01,Delhi,1094,59,3515,2362,1153,511.7085863,9488.291414
1486,2020-05-01,Goa,7,0,7,0,7,0.0,10000.0
1487,2020-05-01,Gujarat,613,214,4395,3568,827,2587.666264,7412.333736
1488,2020-05-01,Haryana,209,3,313,101,212,141.509434,9858.490566
1489,2020-05-01,Himachal Pradesh,28,1,40,11,29,344.8275862,9655.172414
1490,2020-05-01,Jammu and Kashmir,216,8,614,390,224,357.14285710000007,9642.857143
1491,2020-05-01,Jharkhand,20,3,111,88,23,1304.347826,8695.652173999999
1492,2020-05-01,Karnataka,235,22,576,319,257,856.0311284,9143.968872
1493,2020-05-01,Kerala,383,4,497,110,387,103.3591731,9896.640827
1494,2020-05-01,Ladakh,16,0,22,6,16,0.0,10000.0
1495,2020-05-01,Madhya Pradesh,482,137,2719,2100,619,2213.247173,7786.752826999998
1496,2020-05-01,Maharashtra,1773,459,10498,8266,2232,2056.451613,7943.548387000002
1497,2020-05-01,Manipur,2,0,2,0,2,0.0,10000.0
1498,2020-05-01,Meghalaya,0,1,12,11,1,10000.0,0.0
1499,2020-05-01,Mizoram,0,0,1,1,0,0.0,0.0
1500,2020-05-01,Odisha,41,1,143,101,42,238.0952381,9761.904762
1501,2020-05-01,Puducherry,5,0,8,3,5,0.0,10000.0
1502,2020-05-01,Punjab,90,19,357,248,109,1743.119266,8256.880734
1503,2020-05-01,Rajasthan,836,58,2584,1690,894,648.7695749,9351.230425
1504,2020-05-01,Tamil Nadu,1258,27,2323,1038,1285,210.1167315,9789.883268
1505,2020-05-01,Telengana,441,26,1039,572,467,556.745182,9443.254818
1506,2020-05-01,Tripura,2,0,2,0,2,0.0,10000.0
1507,2020-05-01,Uttarakhand,36,0,57,21,36,0.0,10000.0
1508,2020-05-01,Uttar Pradesh,555,41,2281,1685,596,687.9194631,9312.080537
1509,2020-05-01,West Bengal,139,33,795,623,172,1918.604651,8081.3953489999985
1510,2020-05-02,Andaman and Nicobar Islands,16,0,33,17,16,0.0,10000.0
1511,2020-05-02,Andhra Pradesh,403,33,1463,1027,436,756.8807339,9243.119266
1512,2020-05-02,Arunachal Pradesh,1,0,1,0,1,0.0,10000.0
1513,2020-05-02,Assam,32,1,43,10,33,303.030303,9696.969697
1514,2020-05-02,Bihar,98,3,471,370,101,297.029703,9702.970297
1515,2020-05-02,Chandigarh,17,0,88,71,17,0.0,10000.0
1516,2020-05-02,Chhattisgarh,36,0,43,7,36,0.0,10000.0
1517,2020-05-02,Delhi,1167,61,3738,2510,1228,496.742671,9503.257329
1518,2020-05-02,Goa,7,0,7,0,7,0.0,10000.0
1519,2020-05-02,Gujarat,735,236,4721,3750,971,2430.484037,7569.515963
1520,2020-05-02,Haryana,227,4,360,129,231,173.16017319999997,9826.839827
1521,2020-05-02,Himachal Pradesh,30,1,40,9,31,322.5806452,9677.419355
1522,2020-05-02,Jammu and Kashmir,247,8,639,384,255,313.7254902,9686.27451
1523,2020-05-02,Jharkhand,20,3,111,88,23,1304.347826,8695.652173999999
1524,2020-05-02,Karnataka,251,22,589,316,273,805.8608059,9194.139194
1525,2020-05-02,Kerala,392,4,497,101,396,101.010101,9898.989899
1526,2020-05-02,Ladakh,17,0,22,5,17,0.0,10000.0
1527,2020-05-02,Madhya Pradesh,524,145,2719,2050,669,2167.414051,7832.585948999998
1528,2020-05-02,Maharashtra,1879,485,11506,9142,2364,2051.607445,7948.3925549999985
1529,2020-05-02,Manipur,2,0,2,0,2,0.0,10000.0
1530,2020-05-02,Meghalaya,0,1,12,11,1,10000.0,0.0
1531,2020-05-02,Mizoram,0,0,1,1,0,0.0,0.0
1532,2020-05-02,Odisha,55,1,149,93,56,178.5714286,9821.428571
1533,2020-05-02,Puducherry,5,0,8,3,5,0.0,10000.0
1534,2020-05-02,Punjab,90,19,480,371,109,1743.119266,8256.880734
1535,2020-05-02,Rajasthan,1116,62,2666,1488,1178,526.3157894999998,9473.684211
1536,2020-05-02,Tamil Nadu,1312,28,2526,1186,1340,208.9552239,9791.044776
1537,2020-05-02,Telengana,441,26,1039,572,467,556.745182,9443.254818
1538,2020-05-02,Tripura,2,0,2,0,2,0.0,10000.0
1539,2020-05-02,Uttarakhand,36,0,58,22,36,0.0,10000.0
1540,2020-05-02,Uttar Pradesh,654,42,2328,1632,696,603.4482759,9396.551724
1541,2020-05-02,West Bengal,139,33,795,623,172,1918.604651,8081.3953489999985
1542,2020-05-03,Andaman and Nicobar Islands,17,0,33,16,17,0.0,10000.0
1543,2020-05-03,Andhra Pradesh,488,33,1583,1062,521,633.3973129,9366.602687
1544,2020-05-03,Arunachal Pradesh,1,0,1,0,1,0.0,10000.0
1545,2020-05-03,Assam,32,1,43,10,33,303.030303,9696.969697
1546,2020-05-03,Bihar,117,4,482,361,121,330.5785124,9669.421488
1547,2020-05-03,Chandigarh,19,0,94,75,19,0.0,10000.0
1548,2020-05-03,Chhattisgarh,36,0,43,7,36,0.0,10000.0
1549,2020-05-03,Delhi,1256,64,4122,2802,1320,484.84848480000005,9515.151515
1550,2020-05-03,Goa,7,0,7,0,7,0.0,10000.0
1551,2020-05-03,Gujarat,896,262,5055,3897,1158,2262.521589,7737.478411
1552,2020-05-03,Haryana,227,4,394,163,231,173.16017319999997,9826.839827
1553,2020-05-03,Himachal Pradesh,33,1,40,6,34,294.11764710000006,9705.882353
1554,2020-05-03,Jammu and Kashmir,254,8,666,404,262,305.3435115000001,9694.656489
1555,2020-05-03,Jharkhand,22,3,115,90,25,1200.0,8800.0
1556,2020-05-03,Karnataka,282,25,606,299,307,814.3322476,9185.667752
1557,2020-05-03,Kerala,400,4,500,96,404,99.009901,9900.990099
1558,2020-05-03,Ladakh,17,0,40,23,17,0.0,10000.0
1559,2020-05-03,Madhya Pradesh,798,156,2846,1892,954,1635.220126,8364.779874
1560,2020-05-03,Maharashtra,2000,521,12296,9775,2521,2066.640222,7933.359778
1561,2020-05-03,Manipur,2,0,2,0,2,0.0,10000.0
1562,2020-05-03,Meghalaya,0,1,12,11,1,10000.0,0.0
1563,2020-05-03,Mizoram,0,0,1,1,0,0.0,0.0
1564,2020-05-03,Odisha,56,1,160,103,57,175.43859650000005,9824.561404
1565,2020-05-03,Puducherry,5,0,8,3,5,0.0,10000.0
1566,2020-05-03,Punjab,112,20,772,640,132,1515.151515,8484.848484999999
1567,2020-05-03,Rajasthan,1121,65,2772,1586,1186,548.0607083,9451.939292
1568,2020-05-03,Tamil Nadu,1341,29,2757,1387,1370,211.6788321,9788.321168
1569,2020-05-03,Telengana,458,28,1063,577,486,576.1316872,9423.868313
1570,2020-05-03,Tripura,2,0,4,2,2,0.0,10000.0
1571,2020-05-03,Uttarakhand,39,0,59,20,39,0.0,10000.0
1572,2020-05-03,Uttar Pradesh,698,43,2626,1885,741,580.2968961,9419.703104
1573,2020-05-03,West Bengal,151,33,922,738,184,1793.478261,8206.521739
1574,2020-05-04,Andaman and Nicobar Islands,32,0,33,1,32,0.0,10000.0
1575,2020-05-04,Andhra Pradesh,524,36,1650,1090,560,642.8571429,9357.142857
1576,2020-05-04,Arunachal Pradesh,1,0,1,0,1,0.0,10000.0
1577,2020-05-04,Assam,32,1,43,10,33,303.030303,9696.969697
1578,2020-05-04,Bihar,125,4,517,388,129,310.0775194,9689.922481
1579,2020-05-04,Chandigarh,19,0,94,75,19,0.0,10000.0
1580,2020-05-04,Chhattisgarh,36,0,57,21,36,0.0,10000.0
1581,2020-05-04,Delhi,1362,64,4549,3123,1426,448.8078541,9551.192146
1582,2020-05-04,Goa,7,0,7,0,7,0.0,10000.0
1583,2020-05-04,Gujarat,1042,290,5428,4096,1332,2177.177177,7822.822823
1584,2020-05-04,Haryana,245,5,442,192,250,200.0,9800.0
1585,2020-05-04,Himachal Pradesh,34,1,40,5,35,285.7142857,9714.285714
1586,2020-05-04,Jammu and Kashmir,287,8,701,406,295,271.1864407,9728.813559
1587,2020-05-04,Jharkhand,22,3,115,90,25,1200.0,8800.0
1588,2020-05-04,Karnataka,304,26,642,312,330,787.8787879,9212.121212
1589,2020-05-04,Kerala,401,4,500,95,405,98.7654321,9901.234568
1590,2020-05-04,Ladakh,17,0,41,24,17,0.0,10000.0
1591,2020-05-04,Madhya Pradesh,798,165,2942,1979,963,1713.395639,8286.604361
1592,2020-05-04,Maharashtra,2115,548,12974,10311,2663,2057.829516,7942.170484
1593,2020-05-04,Manipur,2,0,2,0,2,0.0,10000.0
1594,2020-05-04,Meghalaya,0,1,12,11,1,10000.0,0.0
1595,2020-05-04,Mizoram,0,0,1,1,0,0.0,0.0
1596,2020-05-04,Odisha,60,1,163,102,61,163.9344262,9836.065574
1597,2020-05-04,Puducherry,5,0,8,3,5,0.0,10000.0
1598,2020-05-04,Punjab,117,21,1102,964,138,1521.7391300000004,8478.26087
1599,2020-05-04,Rajasthan,1356,71,2886,1459,1427,497.547302,9502.452698
1600,2020-05-04,Tamil Nadu,1379,30,3023,1614,1409,212.9169624,9787.083038
1601,2020-05-04,Telengana,490,29,1082,563,519,558.7668593,9441.233141
1602,2020-05-04,Tripura,2,0,16,14,2,0.0,10000.0
1603,2020-05-04,Uttarakhand,39,1,60,20,40,250.0,9750.0
1604,2020-05-04,Uttar Pradesh,758,45,2742,1939,803,560.3985056,9439.601494
1605,2020-05-04,West Bengal,151,35,963,777,186,1881.72043,8118.2795700000015
1606,2020-05-05,Andaman and Nicobar Islands,32,0,33,1,32,0.0,10000.0
1607,2020-05-05,Andhra Pradesh,589,36,1717,1092,625,576.0,9424.0
1608,2020-05-05,Arunachal Pradesh,1,0,1,0,1,0.0,10000.0
1609,2020-05-05,Assam,32,1,43,10,33,303.030303,9696.969697
1610,2020-05-05,Bihar,130,4,529,395,134,298.5074627,9701.492537
1611,2020-05-05,Chandigarh,21,1,102,80,22,454.5454545,9545.454545
1612,2020-05-05,Chhattisgarh,36,0,58,22,36,0.0,10000.0
1613,2020-05-05,Delhi,1431,64,4898,3403,1495,428.0936455,9571.906355
1614,2020-05-05,Goa,7,0,7,0,7,0.0,10000.0
1615,2020-05-05,Gujarat,1195,319,5804,4290,1514,2107.001321,7892.998679
1616,2020-05-05,Haryana,254,6,517,257,260,230.76923080000003,9769.230769
1617,2020-05-05,Himachal Pradesh,38,1,41,2,39,256.41025640000004,9743.589744
1618,2020-05-05,Jammu and Kashmir,303,8,726,415,311,257.2347267,9742.765273
1619,2020-05-05,Jharkhand,27,3,115,85,30,1000.0,9000.0
1620,2020-05-05,Karnataka,324,28,659,307,352,795.4545455,9204.545455
